engine,workload,threads,table_size,iteration,time_s,tps,qps,latency_avg_ms,latency_p95_ms
TidesDB,oltp_read_write,8,1000000,1,200,732.90,14669.34,15.55,15.55
TidesDB,oltp_read_write,8,1000000,1,210,662.57,13256.62,16.71,16.71
TidesDB,oltp_read_write,8,1000000,1,220,653.65,13082.80,16.71,16.71
TidesDB,oltp_read_write,8,1000000,1,230,653.99,13090.83,16.71,16.71
TidesDB,oltp_read_write,8,1000000,1,240,675.31,13513.54,16.12,16.12
TidesDB,oltp_read_write,8,1000000,1,250,686.60,13747.68,16.12,16.12
TidesDB,oltp_read_write,8,1000000,1,260,657.50,13159.61,16.41,16.41
TidesDB,oltp_read_write,8,1000000,1,270,668.28,13382.99,16.41,16.41
TidesDB,oltp_read_write,8,1000000,1,280,639.60,12800.16,17.01,17.01
TidesDB,oltp_read_write,8,1000000,1,290,650.70,13027.26,16.71,16.71
TidesDB,oltp_read_write,8,1000000,1,300,671.10,13434.88,16.71,16.71
TidesDB,oltp_point_select,8,1000000,1,10,148743.23,148743.23,0.06,0.06
TidesDB,oltp_point_select,8,1000000,1,20,147050.62,147050.62,0.06,0.06
TidesDB,oltp_point_select,8,1000000,1,30,148805.51,148805.51,0.06,0.06
TidesDB,oltp_point_select,8,1000000,1,40,146892.90,146892.90,0.06,0.06
TidesDB,oltp_point_select,8,1000000,1,50,144495.29,144495.29,0.06,0.06
TidesDB,oltp_point_select,8,1000000,1,60,144471.87,144471.87,0.06,0.06
TidesDB,oltp_point_select,8,1000000,1,70,144074.39,144074.39,0.06,0.06
TidesDB,oltp_point_select,8,1000000,1,80,143887.90,143887.90,0.06,0.06
TidesDB,oltp_point_select,8,1000000,1,90,145924.19,145924.19,0.06,0.06
TidesDB,oltp_point_select,8,1000000,1,100,146553.56,146553.56,0.06,0.06
TidesDB,oltp_point_select,8,1000000,1,110,145485.12,145485.12,0.06,0.06
TidesDB,oltp_point_select,8,1000000,1,120,145174.91,145174.91,0.06,0.06
TidesDB,oltp_point_select,8,1000000,1,130,144614.81,144614.81,0.06,0.06
TidesDB,oltp_point_select,8,1000000,1,140,144918.09,144918.09,0.06,0.06
TidesDB,oltp_point_select,8,1000000,1,150,145981.43,145981.43,0.06,0.06
